MetamorphicFacies_Benambran,MetamorphicFacies_KanimblanTablelands,MetamorphicFacies_Tabberabberan,Intrusions_Tabberabberan,RockUnits_LAO
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Slate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Gabbro,Gabbro
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Rhyolite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Tuff and lapilli tuff
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Tuff and lapilli tuff
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Hornfels
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granitic rock,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Granitic rock,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Basalt,Basalt
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Slate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Slate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Basalt
Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Serpentinite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Hornfels
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Slate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Slate
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Serpentinite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Tuff and lapilli tuff
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Basalt
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Slate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Serpentinite
Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Serpentinite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
